Week,Mean,SD,Median,Minimum,Maximum
01,29.0548942172755,0.725013476781584,28.9456401758226,27.4814154418987,30.2857917667646
02,33.0114170506354,13.9863540099267,30.0500574284826,28.3902311803498,113.122746972268
03,43.6694024562913,76.9789295339867,28.4939928310353,27.9409159111332,527.75265062474
04,34.4458112821618,23.9803336639752,28.0094728593647,27.5415815606445,183.569278990933
05,35.4546870485427,13.3669050230723,29.2173655470235,27.8925565670869,100.566007304016
06,36.3214346775716,28.2454725529507,25.4739460678137,24.421108354335,200.114139464514
07,34.3226232922473,19.0869725711701,26.8707377073144,25.6164812648077,138.451563966248
08,60.8750965807413,202.484008258341,25.9151409617333,24.4434589076265,1340.89173115129
09,35.1484625739063,30.1972165173548,26.9252147476922,26.1979675451354,213.852267498093
10,30.1573699550921,22.5360471331713,23.9204361700435,23.4008569858361,166.53122704099
11,26.333863307826,12.4672585563432,23.591952938576,22.3399103818868,100.4953323416
12,26.47434036155,6.56618708721755,22.817632760473,22.3363820280816,51.3513359237854
13,25.3585834638546,10.3387500871622,22.665852073592,19.9522030784108,83.7226443128887
14,23.8454640027791,11.263550757049,20.5868290712318,19.35191263623,87.7380503530633
15,23.2367056926901,12.887959750256,20.8333090984786,17.5012448133954,103.242696643242
16,21.5163944848336,5.16499913483794,19.3134886149266,18.9302717354397,47.7529002446617
17,19.9878077498894,4.94149465773222,18.7575096704667,15.0791855033814,49.2154907032246
18,14.5784671708521,5.02789863776631,13.4490257935433,10.9544917341167,36.8548409728727
19,14.2442711471628,7.97629350940514,11.8647430055267,8.33582141644859,54.7310947757207
20,12.9620808552015,10.1442508788867,10.2919815016846,9.78436561467333,70.0643809074269
21,12.9899777199153,10.8641220036216,9.54506003767256,8.9612065085882,74.453685187024
22,9.54266819062814,11.8256788843515,6.99056413938069,6.29160624345946,74.0513127068788
23,8.72475605192279,7.87287478446438,6.60532035359684,4.83198045433425,51.4855952355505
24,8.84857137477528,18.7916701168612,4.67180152162343,3.12988057723187,112.119001636942
25,6.34758162011387,14.7582676849205,3.24803673733542,1.86020072930774,86.7816371738974
26,5.31896408333052,13.7886430056246,2.15135373483267,1.7396728164224,81.2508296364114
27,4.47793784517224,12.5801678391957,1.86253959382486,0.701096416053015,68.5907553995696
28,4.08482245154483,14.1445289672521,0.994799437699666,0.535029945565684,84.0191021713328
29,3.0088001010125,10.8615005777688,0.540945324146906,0.211499852632883,64.6736756847217
30,3.04800946733847,11.8785479571588,0.211194270108244,7.12776182571463e-15,66.3886122372172
