Week,Mean,SD,Median,Minimum,Maximum
01,2.6651647453114,0.789130602183505,2.52066123062123,1.97840289469798,5.93580039431207
02,2.74788669086663,0.809410552286974,2.56287762833258,1.9227283075589,5.93580039431207
03,6.86684945939281,7.85127878729716,2.7383744011544,1.95852331539187,41.861587235952
04,4.16970380423118,2.65677304506214,2.58490508022115,1.98404985288868,14.2086262172638
05,3.02382484399839,1.52231587304297,2.5198638199652,2.02217712577146,10.987660048238
06,2.80879130430349,0.94174234233848,2.41282977205248,2.0096625768113,5.93580039431207
07,22.3985556229998,61.3533886347584,2.49344444444444,2.04557857221262,419.125544090344
08,5.83758995947085,19.3859354127497,2.49375328452317,2.1268832834272,171.462034101194
09,3.50229731915018,1.74556982027432,2.57002222222222,1.90112268062906,9.95042422134662
10,3.18210275570903,1.76643583656653,2.41228067014443,1.95467053518468,14.0528484206023
11,2.94953025822326,1.1741760563594,2.37778729723585,1.30563267012847,5.93580039431207
12,3.09950249927378,1.35448444544584,2.57862298925062,2.13173741502523,10.4634591785845
13,3.89859680616055,7.34635241433157,2.472367678657,1.57407644830097,64.0259404165837
14,3.41398735647881,2.12134828594741,2.63907245895424,1.91851076035906,14.92494105805
15,2.7583534896473,1.21622898618771,2.25762367944263,1.66807198954695,7.40489665767081
16,2.53468184237261,1.02599337405835,2.18457851377556,1.59651170003205,5.93580039431207
17,3.08690222014759,3.03455790394737,2.30294616402116,1.66708362257076,27.4264942234413
18,2.58858326576656,2.2929765592459,1.85184903122225,1.35152530302547,19.3298192553486
19,2.08475063549,1.50426320339491,1.70531154379968,1.20515555555556,11.1106527820361
20,2.10685798636987,1.45837785438095,1.60570669633751,0.847783450136392,8.11412581875344
21,2.04687656893957,1.38283777044656,1.77189257924293,0.75322387276098,9.39834536704468
22,2.40669900600726,1.15752465170023,2.14926817719317,1.1384756724633,8.08203827571975
23,2.51236562883143,1.16333189315019,2.28582104146571,1.06839112524287,6.82264346804217
24,2.58307117090962,2.14470634064589,2.18621926740353,1.22106197855322,18.5498480022998
25,3.12879861686499,5.28859198087426,2.39723138870108,1.13054903245802,47.6985655330422
26,4.15405426978511,14.9003112081354,2.2857312160923,1.2199375674389,132.013068577001
27,2.39165727246822,1.5153649717404,1.92906379738119,0.924164557378333,10.30684006368
28,2.56042079037528,1.34417405980937,2.25780151449246,1.25217439371217,9.62151106659833
29,2.60096743800723,1.41956888831971,2.27587142569409,0.992776322138974,9.30809015054472
30,2.48326208027131,1.99084570589105,1.9883917976468,1.10914202849607,17.3365069788738
