lid,cnt_selected,P,lclass
SVM1,22,0.758620689655172,Support vector regression
SVM3,20,0.689655172413793,Support vector regression
SVM4,19,0.655172413793103,Support vector regression
SVM2,17,0.586206896551724,Support vector regression
LOESS1,14,0.482758620689655,LOESS
LOESS2,14,0.482758620689655,LOESS
LOESS3,14,0.482758620689655,LOESS
LOESS4,14,0.482758620689655,LOESS
RF02,13,0.448275862068966,Random forest
NNet27,12,0.413793103448276,Neural network
NNet11,11,0.379310344827586,Neural network
RF01,11,0.379310344827586,Random forest
NNet22,10,0.344827586206897,Neural network
NNet24,10,0.344827586206897,Neural network
PMARS5,10,0.344827586206897,PolyMARS
RF05,10,0.344827586206897,Random forest
NNet05,9,0.310344827586207,Neural network
NNet06,9,0.310344827586207,Neural network
NNet08,9,0.310344827586207,Neural network
NNet12,9,0.310344827586207,Neural network
NNet13,9,0.310344827586207,Neural network
NNet14,9,0.310344827586207,Neural network
NNet16,9,0.310344827586207,Neural network
NNet28,9,0.310344827586207,Neural network
NNet29,9,0.310344827586207,Neural network
PMARS1,9,0.310344827586207,PolyMARS
RF03,9,0.310344827586207,Random forest
RF07,9,0.310344827586207,Random forest
RF08,9,0.310344827586207,Random forest
RF09,9,0.310344827586207,Random forest
RF17,9,0.310344827586207,Random forest
NNet01,8,0.275862068965517,Neural network
NNet02,8,0.275862068965517,Neural network
NNet04,8,0.275862068965517,Neural network
NNet07,8,0.275862068965517,Neural network
NNet10,8,0.275862068965517,Neural network
NNet15,8,0.275862068965517,Neural network
NNet20,8,0.275862068965517,Neural network
NNet23,8,0.275862068965517,Neural network
NNet25,8,0.275862068965517,Neural network
NNet26,8,0.275862068965517,Neural network
NNet30,8,0.275862068965517,Neural network
PMARS2,8,0.275862068965517,PolyMARS
RF04,8,0.275862068965517,Random forest
RF16,8,0.275862068965517,Random forest
RF19,8,0.275862068965517,Random forest
RF22,8,0.275862068965517,Random forest
RF25,8,0.275862068965517,Random forest
RF26,8,0.275862068965517,Random forest
EN3,7,0.241379310344828,Penalized regression
NNet09,7,0.241379310344828,Neural network
NNet19,7,0.241379310344828,Neural network
PMARS3,7,0.241379310344828,PolyMARS
PMARS4,7,0.241379310344828,PolyMARS
RF06,7,0.241379310344828,Random forest
RF10,7,0.241379310344828,Random forest
RF11,7,0.241379310344828,Random forest
RF12,7,0.241379310344828,Random forest
RF13,7,0.241379310344828,Random forest
RF14,7,0.241379310344828,Random forest
RF18,7,0.241379310344828,Random forest
RF27,7,0.241379310344828,Random forest
EN1,6,0.206896551724138,Penalized regression
EN2,6,0.206896551724138,Penalized regression
LASSO,6,0.206896551724138,Penalized regression
NNet03,6,0.206896551724138,Neural network
NNet17,6,0.206896551724138,Neural network
NNet18,6,0.206896551724138,Neural network
NNet21,6,0.206896551724138,Neural network
RF15,6,0.206896551724138,Random forest
RF20,6,0.206896551724138,Random forest
RF21,6,0.206896551724138,Random forest
RF23,6,0.206896551724138,Random forest
RF24,6,0.206896551724138,Random forest
Ridge,6,0.206896551724138,Penalized regression
ScreenGLM,6,0.206896551724138,GLM
