lid,cnt_selected,P,lclass
SVM2,19,0.655172413793103,Support vector regression
SVM3,18,0.620689655172414,Support vector regression
NNet13,17,0.586206896551724,Neural network
NNet30,17,0.586206896551724,Neural network
NNet07,16,0.551724137931035,Neural network
NNet18,16,0.551724137931035,Neural network
PMARS3,16,0.551724137931035,PolyMARS
NNet15,15,0.517241379310345,Neural network
NNet19,15,0.517241379310345,Neural network
PMARS1,15,0.517241379310345,PolyMARS
RF01,15,0.517241379310345,Random forest
RF05,15,0.517241379310345,Random forest
RF13,15,0.517241379310345,Random forest
RF25,15,0.517241379310345,Random forest
NNet01,14,0.482758620689655,Neural network
NNet06,14,0.482758620689655,Neural network
NNet08,14,0.482758620689655,Neural network
NNet20,14,0.482758620689655,Neural network
PMARS2,14,0.482758620689655,PolyMARS
RF11,14,0.482758620689655,Random forest
RF14,14,0.482758620689655,Random forest
SVM4,14,0.482758620689655,Support vector regression
NNet04,13,0.448275862068966,Neural network
NNet05,13,0.448275862068966,Neural network
NNet09,13,0.448275862068966,Neural network
NNet11,13,0.448275862068966,Neural network
NNet14,13,0.448275862068966,Neural network
NNet22,13,0.448275862068966,Neural network
NNet24,13,0.448275862068966,Neural network
NNet28,13,0.448275862068966,Neural network
PMARS4,13,0.448275862068966,PolyMARS
PMARS5,13,0.448275862068966,PolyMARS
RF02,13,0.448275862068966,Random forest
RF03,13,0.448275862068966,Random forest
RF04,13,0.448275862068966,Random forest
RF10,13,0.448275862068966,Random forest
RF16,13,0.448275862068966,Random forest
RF19,13,0.448275862068966,Random forest
RF22,13,0.448275862068966,Random forest
RF26,13,0.448275862068966,Random forest
EN3,12,0.413793103448276,Penalized regression
NNet02,12,0.413793103448276,Neural network
NNet03,12,0.413793103448276,Neural network
NNet10,12,0.413793103448276,Neural network
NNet12,12,0.413793103448276,Neural network
NNet16,12,0.413793103448276,Neural network
NNet17,12,0.413793103448276,Neural network
NNet21,12,0.413793103448276,Neural network
NNet23,12,0.413793103448276,Neural network
NNet26,12,0.413793103448276,Neural network
NNet27,12,0.413793103448276,Neural network
NNet29,12,0.413793103448276,Neural network
RF06,12,0.413793103448276,Random forest
RF07,12,0.413793103448276,Random forest
RF12,12,0.413793103448276,Random forest
RF20,12,0.413793103448276,Random forest
RF23,12,0.413793103448276,Random forest
RF24,12,0.413793103448276,Random forest
RF27,12,0.413793103448276,Random forest
EN1,11,0.379310344827586,Penalized regression
EN2,11,0.379310344827586,Penalized regression
LASSO,11,0.379310344827586,Penalized regression
LOESS1,11,0.379310344827586,LOESS
LOESS2,11,0.379310344827586,LOESS
LOESS3,11,0.379310344827586,LOESS
LOESS4,11,0.379310344827586,LOESS
NNet25,11,0.379310344827586,Neural network
RF08,11,0.379310344827586,Random forest
RF09,11,0.379310344827586,Random forest
RF15,11,0.379310344827586,Random forest
RF17,11,0.379310344827586,Random forest
RF18,11,0.379310344827586,Random forest
RF21,11,0.379310344827586,Random forest
Ridge,11,0.379310344827586,Penalized regression
ScreenGLM,11,0.379310344827586,GLM
SVM1,11,0.379310344827586,Support vector regression
