Week,Mean,SD,Median,Minimum,Maximum
01,2.85882368767173,0.477082981904075,2.7951936004736,2.25440088559863,4.43389420283604
02,10.0382418466401,21.7319208645517,3.15090964847623,2.26862797648913,136.65853315661
03,5.41055535595377,3.94234966728998,3.20952380952381,2.26862797648913,19.0936827595497
04,4.57832096002012,6.76308462888572,3.23200625166491,2.26862797648913,62.8066929643668
05,7.00168128893082,8.4912667527188,3.22515173214926,2.26862797648913,63.9016584200435
06,5.12565644390867,3.88814680865926,3.26778954215928,2.26862797648913,22.681587906824
07,7.23041957302631,8.42561104600731,3.53746626640865,2.26862797648913,50.0517355356365
08,8.20494003522,24.554488597747,3.23080340423099,2.26862797648913,160.148686694165
09,4.74957801295535,2.76459648482963,3.27096254116254,2.26862797648913,21.7641491632186
10,9.05972641835269,12.373703250068,3.55723555555556,2.26862797648913,62.7367727724154
11,7.92936870370757,26.9577085807642,3.45240084619144,2.26862797648913,175.340362020141
12,4.3872900085781,2.62258993047628,3.46892404299404,2.26862797648913,18.9578461641987
13,4.47495520399536,6.3927289562396,3.43729182040182,2.26862797648913,44.0379789435394
14,6.09943961482834,16.5544542799836,3.51814276279276,2.26862797648913,108.799257758066
15,4.38343765397632,5.95468813839814,3.39269413826914,2.26862797648913,41.2082959474866
16,7.61750419010433,28.7783414328343,3.19292066583017,2.21550218574788,228.174996745992
17,3.60517303942375,1.22196904747362,3.24581772024272,2.06663362606593,10.5888303454817
18,4.31060764564274,10.0485169286391,2.70006592287915,1.5042746845869,88.9249845142554
19,5.48067296310246,22.1208374913339,2.90696819367862,1.5962385440802,199.767636024681
20,7.29453459584586,38.2204663957615,2.47835895657091,1.52302037037037,343.737581023207
21,2.80865813063002,1.36735503374838,2.59278246960921,1.47919712520084,8.45651463102864
22,4.78270850680528,14.1885585279862,2.80382736552308,1.3909142893903,128.986138924903
23,3.49644940914271,3.05735753410532,2.8906659110294,1.37084384529393,19.0913487318941
24,11.6862584099677,65.6646123502551,2.88954524642025,1.34869427145702,588.239190580229
25,3.58826534341309,3.67062569536041,2.94403907388907,1.38177203599747,33.6509176036977
26,4.42328695921543,8.77630480694921,2.83157458173235,1.24552911005696,55.7369884135146
27,3.63146642243288,5.33102102743587,2.65757082749451,1.24275619735375,37.4862735131777
28,3.8648767875929,5.41182735362584,2.7182170047531,1.30978033812908,35.9052148535043
29,27.5815061013323,153.608333012438,2.73901145696534,1.24144161139049,984.090034654369
30,3.93885376802435,5.72558387270074,2.728862616993,1.32261841280227,37.7571398803877
