Week,Mean,SD,Median,Minimum,Maximum
01,29.0021684863791,0.704809487495644,28.9179315820424,27.4814154418987,31.1602836713148
02,31.4282137634305,10.5059704347459,29.7171134745921,28.1579440875535,113.122746972268
03,37.7404450708244,57.3112902249725,29.48608397797,27.9409159111332,527.75265062474
04,33.4262374754557,18.1073461132484,29.3046330314296,27.2012961710312,183.569278990933
05,36.99608371637,12.2685182618179,32.625869249372,27.8925565670869,100.566007304016
06,36.6847822986335,21.5457241425693,31.984882198577,24.421108354335,200.114139464514
07,33.7422980864621,14.3047040707747,30.9526665162855,25.6164812648077,138.451563966248
08,47.2183709228511,150.491697093461,29.1676146930651,24.4434589076265,1340.89173115129
09,32.7864751051499,22.5037307638531,29.336408647032,25.2435238721436,213.852267498093
10,27.7010007709969,16.9691126589968,23.9407269914589,20.4359130795551,166.53122704099
11,26.0493679627771,9.33975691930429,23.9522317559428,22.0264198364176,100.4953323416
12,28.3075223808868,5.67278918401678,28.2683150896659,22.3363820280816,51.3513359237854
13,25.9912722412466,7.99104320972457,23.0609614216423,18.8385182202184,83.7226443128887
14,25.9495056300087,11.0525864727699,23.6389609956093,19.35191263623,87.7380503530633
15,24.7531269125239,9.82397574881434,22.8773136935515,17.5012448133954,103.242696643242
16,24.5245843420635,5.30870951743901,25.5685247302472,18.9302717354397,47.7529002446617
17,21.9907338114259,4.56542656571517,21.2479766613286,15.0791855033814,49.2154907032246
18,17.9172990049287,5.83332229035799,14.83379420414,10.9544917341167,36.8548409728727
19,17.1402438091803,7.26362677232203,14.7410752516985,8.33582141644859,54.7310947757207
20,19.0870910206732,10.3310658081702,12.8017739140608,9.78436561467333,70.0643809074269
21,18.0084544846127,9.96392619862424,17.5126876160917,8.9612065085882,74.453685187024
22,14.2985563877112,10.6667270934164,8.15098003729319,6.29160624345946,74.0513127068788
23,14.7844632606723,9.22827213582307,8.89992313795012,4.83198045433425,51.4855952355505
24,14.079665757573,15.3172072422932,6.43172372136225,3.12988057723187,112.119001636942
25,13.2678497046611,13.678247902919,3.43668740095152,1.86020072930774,86.7816371738974
26,12.6588982827472,13.3690348881323,3.50936626505058,1.7396728164224,81.2508296364114
27,11.8872714252613,12.8059742814357,2.29647958445503,0.701096416053015,68.5907553995696
28,12.4046199843855,14.3291979801345,1.94274277412395,0.535029945565684,84.0191021713328
29,10.7908169659008,12.220578132069,2.03166332925595,0.211499852632883,64.6736756847217
30,10.714314217936,12.6170111665643,2.06160279589444,7.12776182571463e-15,66.3886122372172
