Week,Mean,SD,Median,Minimum,Maximum
01,2.73475625088215,0.0720012748704981,2.71722356983589,2.60553603227124,2.8724982918864
02,2.95376464703215,0.784440427762984,2.72846944173768,2.67048167556023,7.20409105401899
03,3.64640780879928,4.69904081457032,2.65364100328324,2.58341427244699,32.904385345656
04,3.1724229857294,1.53373588004581,2.62430019036233,2.58066309063209,12.1199847002074
05,3.20838407336629,1.83468130073688,2.50639208136758,2.42650905235585,13.4440548684785
06,3.2543740999337,2.50465704052499,2.49683941754729,2.38932308874791,18.3474748090985
07,3.27220304844981,2.13090768788533,2.57340824481589,2.48230141291097,15.5555886970767
08,5.95004933284073,20.006062776131,2.51738197559927,2.43091385392246,132.403544995865
09,3.42961138157007,2.06813895102557,2.70642216658966,2.62871190598779,15.0413841822206
10,2.84272085475166,1.68812216879647,2.39030584280957,2.29733536702236,12.8027040505507
11,2.56902030776512,1.27579196012416,2.3157884642771,2.17833089586123,10.3070113297411
12,2.35634531634809,0.516850804986462,2.24774059765383,1.98770905329007,5.38361134008082
13,2.56543304615385,1.17858849793997,2.17568039703937,1.77872626420161,8.75340459845186
14,2.4594179679504,1.06012852755949,2.07434424648629,1.91297965325097,8.09857732129102
15,2.50981912701392,1.32590572251652,2.06474392033965,2.02954035327271,10.2521122201562
16,2.10667087732314,0.647207912344139,1.79749203940272,1.74483935753958,5.33666271120176
17,1.75018294966138,0.669469919607419,1.58253759483215,1.30043454390147,5.72937502087546
18,1.57084455964392,0.556289364968868,1.3041469457212,1.27147844564792,3.83216167274443
19,1.93357260650154,1.06505288922552,1.50512426769259,1.44112562151954,7.33363956972276
20,1.50987918887508,1.130746295371,1.23637174419338,0.998861729915688,8.18424202931916
21,1.43609547490885,1.24986654178726,0.866729940007124,0.803644248379826,7.69513237950639
22,0.957595182590892,1.19920153950067,0.473710631408292,0.431129175955505,7.59243494994567
23,0.884005578571162,0.849857544857368,0.44501898791539,0.420431190813961,5.09939168773806
24,1.0242915602186,1.50174887469167,0.404039965679842,0.364864110912741,9.12108087940484
25,0.986283984471179,1.23064605308252,0.439934830069697,0.387940947104742,7.52354746200073
26,1.08876949660559,1.27898909356877,0.453803870468193,0.413182337977616,7.57162624956186
27,0.997471443036711,1.10896393250885,0.541038728981196,0.470638280439119,6.79677158621978
28,1.01916079933271,1.24901507412147,0.510011472688462,0.481074763765456,8.00011234334622
29,0.896919897608419,0.879784178808222,0.538804121859896,0.479106479904615,5.46457350507943
30,0.934721467326639,0.977444707546747,0.486065769956055,0.440295410999309,5.76808332418591
