Week,Mean,SD,Median,Minimum,Maximum
01,3.5828530971418,0.0700639895525885,3.57903392359158,3.33661878292219,3.69523505371402
02,3.8241768980466,0.428055299825863,3.68129078251498,3.56742832014941,6.06022271064496
03,6.28759655918484,14.4651282667615,3.67614108540341,3.62196112937147,97.6991292928698
04,3.77371288513661,0.917845463341053,3.41088240729934,3.36651995212178,8.24965133100005
05,3.80121731281557,1.14685325861317,3.44010382271363,3.37809748431739,10.4508067185976
06,3.84050811418262,1.32744981111218,3.11955044577654,3.03978741733912,9.57337689579473
07,3.58654713012514,0.935478889902116,3.14734796302686,3.07925960965266,8.1656158278317
08,8.32521052259107,34.4023701135656,2.3259834836527,2.26862129779928,225.771455880638
09,3.95655338505036,3.97890240131574,2.77384454087625,2.67881411373963,27.8606871040109
10,4.39594255011273,2.69756036925968,3.29955348201458,3.20441471435347,19.0224509514052
11,4.43936233682278,1.59466470955242,3.85212224256814,3.62407691333126,12.6083376321565
12,3.91688106280888,1.27578685974565,3.28401823054983,3.19183023997551,8.82611504510657
13,4.21401893421966,1.17033880286614,3.67993968744724,3.3582076758227,9.06695696904493
14,4.30223950547916,1.25147140150761,3.66910829863514,3.42392665337401,10.1315054513231
15,4.16212780269914,0.634471780199994,3.89924944661632,3.77805581780617,7.47623059901612
16,4.21118188027411,1.90486181095904,3.35630527532625,3.23765748046904,14.58292922978
17,4.24133862809365,2.16796815884658,3.38990468682119,3.26999510918513,16.6694126851869
18,2.67583302985472,2.07124430744131,2.17172292604468,1.74847391261114,14.8151386705953
19,2.42232357644546,2.36937177481466,1.81766421950655,1.49936507226908,16.4460961177959
20,2.21964899927378,1.86471373683455,1.6391027501955,1.56625788942989,13.15931577299
21,2.1066487039727,1.91491825224615,1.48096261706713,1.42745102623924,13.5483407549126
22,2.0687434691553,1.85257273621936,1.47583425800767,1.35818892725014,12.5827227882536
23,2.03903778023605,1.78114977723744,1.36882964971389,1.24301512643879,11.5776125386422
24,2.37120257333799,2.78108154301805,1.19462243685283,1.14848881799588,18.0664254766228
25,2.32821858635785,1.97717948062537,1.32857896649104,1.28144402821818,12.3739677696835
26,2.38732659104481,1.41308728958938,1.58718515766213,1.51451890430503,8.19337183726821
27,2.1162895586951,1.51899903470061,1.52467577659145,1.42075783975683,10.2588458906306
28,2.20804830323695,2.06580657072391,1.47380266226735,1.35055239194066,13.5362578456051
29,2.44550503940571,3.19800591750201,1.43923427418487,1.318575127929,21.3648994606484
30,2.41424340469629,2.65539267005742,1.54868169187172,1.43435747860496,18.0813983261875
