"","state","year","week","t_max","t_min","rh_ave"
"149","AK",2012,45,-1.84642857142857,-9.52261904761905,68.0642857142857
"150","AK",2012,46,-2.66867469879518,-8.61686746987952,72.8857142857143
"151","AK",2012,47,-7.6710843373494,-14.0156626506024,64.3011904761905
"152","AK",2012,48,-5.51168831168831,-12.0831168831169,67.8441558441558
"153","AK",2012,49,-9.15974025974026,-15.4844155844156,69.5662337662338
"154","AK",2012,50,-3.95945945945946,-10.5864864864865,74.8493506493507
"155","AK",2012,51,-9.31688311688312,-18.1909090909091,62.3571428571429
"156","AK",2012,52,-2.91558441558442,-10.0298701298701,63.8506493506493
"157","AK",2013,1,-1.36162790697674,-7.14651162790698,70.7382978723404
"158","AK",2013,2,-2.49714285714286,-8.24285714285714,72.4220779220779
"159","AK",2013,3,-2.40138888888889,-8.48333333333333,72.9454545454545
"160","AK",2013,4,-3.78194444444444,-9.23888888888889,68.4974025974026
"161","AK",2013,5,-5.02133333333333,-11.0306666666667,71.1649350649351
"162","AK",2013,6,-3.18630136986301,-9.1972602739726,72.3441558441558
"163","AK",2013,7,-3.14054054054054,-10.4527027027027,68.7766233766234
"164","AK",2013,8,-5.62337662337662,-12.5025974025974,66.4688311688312
"165","AK",2013,9,-2.93896103896104,-10.6207792207792,64.9623376623377
"166","AK",2013,10,1.04533333333333,-5.89333333333333,61.3636363636364
"167","AK",2013,11,-2.87792207792208,-11.0935064935065,55.3532467532468
"168","AK",2013,12,-4.09220779220779,-13.1415584415584,55.6792207792208
"169","AK",2013,13,-3.10779220779221,-11.1831168831169,61.5103896103896
"170","AK",2013,14,0.4,-8.32098765432099,54.9666666666667
"171","AK",2013,15,-4.51807228915663,-14.1292682926829,52.227380952381
"172","AK",2013,16,1.27142857142857,-9.86666666666667,48.6988095238095
"173","AK",2013,17,3.37619047619048,-5.24761904761905,54.9083333333333
"174","AK",2013,18,2.2297619047619,-4.86190476190476,59.5559523809524
"175","AK",2013,19,7.30119047619048,-1.99642857142857,55.2214285714286
"176","AK",2013,20,4.93928571428571,-3.15238095238095,57.8071428571429
"177","AK",2013,21,10.4119047619048,0.311904761904762,53.525
"178","AK",2013,22,15.102380952381,3.55,53.1238095238095
"179","AK",2013,23,12.8,3.35238095238095,56.1642857142857
"180","AK",2013,24,16.8353658536585,4.32439024390244,52.2634146341463
"181","AK",2013,25,18.7050632911392,7.32784810126582,51.2670886075949
"182","AK",2013,26,18.4865853658537,8.36951219512195,56.909756097561
"183","AK",2013,27,14.2297619047619,7.27261904761905,65.2440476190476
"184","AK",2013,28,15.8738095238095,6.87857142857143,61.125
"185","AK",2013,29,16.9916666666667,9.03690476190476,68.2357142857143
"186","AK",2013,30,18.4607142857143,8.59166666666667,62.8880952380952
"187","AK",2013,31,19.2107142857143,9.31309523809524,62.9428571428571
"188","AK",2013,32,16.2928571428571,8.38690476190476,64.3952380952381
"189","AK",2013,33,16.7466666666667,7.63777777777778,65.2888888888889
"190","AK",2013,34,13.7921348314607,6.97078651685393,67.7797752808989
"191","AK",2013,35,13.7722222222222,5.62555555555556,64.0577777777778
"192","AK",2013,36,13.510989010989,6.14175824175824,66.2351648351648
"193","AK",2013,37,13.1208791208791,4.88021978021978,64.7736263736264
"194","AK",2013,38,8.45824175824176,1.30989010989011,63.0472527472527
"195","AK",2013,39,7.23793103448276,0.357471264367816,64.5816091954023
"196","AK",2013,40,6.51785714285714,-0.811904761904762,65.1404761904762
"197","AK",2013,41,6.82209302325581,1.01395348837209,71.7767441860465
"198","AK",2013,42,8.42307692307692,2.89120879120879,69.767032967033
"199","AK",2013,43,5.90989010989011,-0.928571428571429,68.2879120879121
"200","AK",2013,44,4.67582417582418,-1.63626373626374,72.2131868131868
"201","AK",2013,45,1.29,-5.31444444444444,69.8967032967033
"202","AK",2013,46,0.0764044943820225,-7.32247191011236,71.6428571428571
"203","AK",2013,47,-7.33516483516483,-14.521978021978,62.789010989011
"204","AK",2013,48,-4.87802197802198,-11.8483516483516,70.5725274725275
"205","AK",2013,49,-2.77802197802198,-9.93846153846154,74.8131868131868
"206","AK",2013,50,-4.28202247191011,-9.62727272727273,76.178021978022
"207","AK",2013,51,-7.37701149425287,-15.1333333333333,72.6844444444445
"208","AK",2013,52,-8.04659090909091,-14.9875,75.2604395604396
"209","AK",2014,1,-2.04166666666667,-7.45625,76.8076923076923
"210","AK",2014,2,-2.91627906976744,-8.18488372093023,74.4846153846154
"211","AK",2014,3,-3.14235294117647,-10.2188235294118,68.5241758241758
"212","AK",2014,4,2.79418604651163,-4.14186046511628,68.5307692307692
"213","AK",2014,5,1.06703296703297,-5.72967032967033,72.4978021978022
"214","AK",2014,6,-3.525,-12.0988636363636,57.8241758241758
"215","AK",2014,7,-11.1227272727273,-19.5670454545455,55.4835164835165
"216","AK",2014,8,-7.54606741573034,-16.6329545454545,62.956043956044
"217","AK",2014,9,0.243956043956044,-10.3307692307692,50.489010989011
"218","AK",2014,10,-4.14945054945055,-14.0054945054945,52.6758241758242
"219","AK",2014,11,-1.87252747252747,-11.5142857142857,57.7901098901099
"220","AK",2014,12,-0.743333333333333,-10.7477777777778,54.8659340659341
"221","AK",2014,13,2.1021978021978,-10.1098901098901,39.989010989011
"222","AK",2014,14,1.64505494505494,-8.93076923076923,52.1483516483516
"223","AK",2014,15,-0.171428571428571,-9.45934065934066,53.7989010989011
"224","AK",2014,16,6.18837209302326,-2.56511627906977,56.0860465116279
"225","AK",2014,17,7.78068181818182,-2.24204545454545,50.7068181818182
"226","AK",2014,18,11.4561797752809,-0.77752808988764,46.514606741573
"227","AK",2014,19,10.4626373626374,-0.59010989010989,50.7197802197802
"228","AK",2014,20,14.3133333333333,1.52888888888889,45.1230769230769
"229","AK",2014,21,10.3420454545455,0.332954545454545,47.3840909090909
"230","AK",2014,22,11.5461538461538,2.73186813186813,54.789010989011
"231","AK",2014,23,12.8043956043956,2.52527472527473,53.0912087912088
"232","AK",2014,24,12.2840909090909,3.92272727272727,56.9545454545455
"233","AK",2014,25,13.4591397849462,4.1989247311828,57.5817204301075
"234","AK",2014,26,14.5785714285714,5.2530612244898,59.1755102040816
"235","AK",2014,27,16.5047619047619,6.70952380952381,58.5828571428571
"236","AK",2014,28,16.292380952381,8.15428571428571,61.9609523809524
"237","AK",2014,29,15.5647619047619,6.85619047619048,60.3828571428571
"238","AK",2014,30,13.8219047619048,5.91142857142857,63.9247619047619
"239","AK",2014,31,16.3609523809524,6.35904761904762,59.0514285714286
"240","AK",2014,32,15.7980392156863,7.58529411764706,63.3088235294118
"241","AK",2014,33,16.204854368932,8.50291262135922,64.0242718446602
"242","AK",2014,34,16.2298076923077,6.42211538461538,61.4615384615385
"243","AK",2014,35,12.9738317757009,4.77943925233645,65.0682242990654
"244","AK",2014,36,11.025,2.90982142857143,61.6267857142857
"245","AK",2014,37,13.65625,5.075,60.25
"246","AK",2014,38,12.2366071428571,4.71964285714286,65.2133928571428
"247","AK",2014,39,8.87857142857143,-0.594642857142857,57.4723214285714
"248","AK",2014,40,6.61160714285714,-0.447321428571429,61.1375
"249","AK",2014,41,2.59285714285714,-4.22767857142857,63.6080357142857
"250","AK",2014,42,2.80625,-3.74107142857143,68.6616071428571
"251","AK",2014,43,1.35446428571429,-4.94732142857143,70.8303571428571
"252","AK",2014,44,-1.00803571428571,-8.6875,68.2901785714286
"253","AK",2014,45,-2.54821428571429,-9.92946428571429,67.7160714285714
"254","AK",2014,46,2.45625,-5.16071428571429,66.7660714285714
"255","AK",2014,47,0.55,-6.33303571428571,69.2026785714286
"256","AK",2014,48,-5.55178571428571,-12.4455357142857,72.6080357142857
"257","AK",2014,49,-4.86785714285714,-11.51875,78.1991071428571
"258","AK",2014,50,-6.01121495327103,-11.0981308411215,71.9660714285714
"259","AK",2014,51,-4.83454545454545,-11.4045454545455,70.0723214285714
"260","AK",2014,52,-5.2047619047619,-11.6409523809524,75.5295238095238
"261","AK",2014,53,0.43,-6.365,68.5816666666667
"262","AK",2015,1,-5.12761904761905,-12.8152380952381,66.0609523809524
"263","AK",2015,2,-1.826,-7.56,70.58
"264","AK",2015,3,-7.612,-14.179,74.0911764705882
"265","AK",2015,4,-8.74659090909091,-16.7068181818182,68.725
"266","AK",2015,5,-7.32417582417582,-16.6450549450549,57.6263736263736
"267","AK",2015,6,-6.35714285714286,-13.3241758241758,65.1301075268817
"268","AK",2015,7,1.7949494949495,-5.77070707070707,67.5774509803922
"269","AK",2015,8,1.74857142857143,-7.24190476190476,66.1076190476191
"270","AK",2015,9,0.41047619047619,-7.91057692307692,64.2533333333333
"271","AK",2015,10,-10.4051020408163,-19.4888888888889,55.307619047619
"272","AK",2015,11,0.158585858585859,-10.1272727272727,55.8761904761905
"273","AK",2015,12,1.01192660550459,-9.99082568807339,55.7927927927928
"274","AK",2015,13,0.689090909090909,-8.8009009009009,57.8151785714286
"275","AK",2015,14,1.24245283018868,-6.6377358490566,59.3767857142857
"276","AK",2015,15,0.390476190476191,-8.33047619047619,55.5
"277","AK",2015,16,5.6047619047619,-4.53619047619048,50.5533333333333
"278","AK",2015,17,5.81428571428571,-3.65333333333333,56.9095238095238
"279","AK",2015,18,8.71333333333333,-1.66923076923077,51.02
"280","AK",2015,19,11.2419047619048,1.28380952380952,54.2295238095238
"281","AK",2015,20,14.8904761904762,3.27714285714286,50.2857142857143
"282","AK",2015,21,14.4692307692308,4.13653846153846,54.3171428571429
"283","AK",2015,22,11.4605769230769,3.23269230769231,55.0752380952381
"284","AK",2015,23,12.8281818181818,3.31727272727273,53.0054545454545
"285","AK",2015,24,21.2440366972477,6.55045871559633,40.4311926605505
"286","AK",2015,25,18.44,7.28545454545455,51.7281818181818
"287","AK",2015,26,16.8955357142857,7.10714285714286,54.2571428571429
"288","AK",2015,27,17.5416666666667,8.71203703703704,57.8361111111111
"289","AK",2015,28,15.8364485981308,7.76851851851852,61.2888888888889
"290","AK",2015,29,16.5072072072072,7.1963963963964,60.7684684684685
"291","AK",2015,30,15.6928571428571,7.475,63.5642857142857
"292","AK",2015,31,17.5526785714286,6.78482142857143,58.0535714285714
"293","AK",2015,32,14.5868421052632,5.88859649122807,63.3333333333333
"294","AK",2015,33,13.327868852459,6.37868852459016,67.566393442623
"295","AK",2015,34,12.112,4.9256,64.6392
"296","AK",2015,35,12.0626984126984,2.65714285714286,56.5095238095238
"297","AK",2015,36,11.0569105691057,3.7739837398374,63.9390243902439
"298","AK",2015,37,7.69576271186441,1.42372881355932,68.1475
"299","AK",2015,38,5.57833333333333,-1.7225,62.62
"300","AK",2015,39,5.72,-0.913821138211382,69.5190476190476
"301","AK",2015,40,6.33492063492063,-0.0552845528455284,66.4801587301587
"302","AK",2015,41,4.72540983606557,-2.25491803278689,68.3833333333333
"303","AK",2015,42,3.65081967213115,-2.36198347107438,72.8152
"304","AK",2015,43,1.50344827586207,-5.30973451327434,69.9241379310345
"305","AK",2015,44,0.554867256637168,-5.93727272727273,74.8313559322034
"306","AK",2015,45,-3.32710280373832,-10.8179245283019,70.5672727272727
"307","AK",2015,46,-7.30515463917526,-14.4,70.5459183673469
"308","AK",2015,47,-0.47029702970297,-7.16039603960396,71.6873786407767
"309","AK",2015,48,-5.07676767676768,-11.2787878787879,72.7232323232323
"310","AK",2015,49,-7.90625,-14.8031578947368,72.9020202020202
"311","AK",2015,50,-4.13516483516483,-11.4989010989011,67.3010204081633
"312","AK",2015,51,-8.66086956521739,-14.9891304347826,71.6111111111111
"313","AK",2015,52,-1.06461538461538,-8.5,63.74
"314","AK",2015,53,-5.51333333333333,-12.1955555555556,64.5266666666667
"315","AK",2016,1,-1.29375,-8.92916666666667,66.6320388349515
"316","AK",2016,2,-3.29263157894737,-9.57157894736842,68.9766990291262
"317","AK",2016,3,-6.44835164835165,-11.821978021978,68.0571428571429
"318","AK",2016,4,-0.803409090909091,-7.24659090909091,70.7752475247525
"319","AK",2016,5,-2.98979591836735,-10.1663265306122,64.8973214285714
"320","AK",2016,6,-1.34795918367347,-8.67040816326531,64.3099099099099
"321","AK",2016,7,-3.09578947368421,-11.2526315789474,61.5366972477064
"322","AK",2016,8,1.55436893203883,-6.06116504854369,59.8848214285714
"323","AK",2016,9,-0.439449541284404,-9.18165137614679,57.10625
"324","AK",2016,10,-2.06272727272727,-10.76,56.9955357142857
"325","AK",2016,11,-4.18727272727273,-12.9354545454545,56.5142857142857
"326","AK",2016,12,0.851785714285714,-8.09375,60.7267857142857
"327","AK",2016,13,1.10090909090909,-6.87909090909091,61.8827586206897
"328","AK",2016,14,4.8135593220339,-4.4042735042735,55.3983193277311
"329","AK",2016,15,5.38909090909091,-3.31441441441441,55.4598214285714
"330","AK",2016,16,7.25945945945946,-2.40181818181818,52.3628318584071
"331","AK",2016,17,8.30338983050848,-1.27068965517241,52.4218487394958
"332","AK",2016,18,7.94065040650406,-1.45327868852459,54.9738095238095
"333","AK",2016,19,13.3439024390244,1.80569105691057,50.0880952380952
"334","AK",2016,20,11.5328,2.2508064516129,54.5603174603175
"335","AK",2016,21,11.997619047619,2.68333333333333,55.1952380952381
"336","AK",2016,22,14.0087301587302,3.8392,49.6793650793651
"337","AK",2016,23,13.9690476190476,3.69047619047619,51.1928571428571
"338","AK",2016,24,16.5072,5.49677419354839,48.7544
"339","AK",2016,25,16.4017094017094,7.46810344827586,57.2372881355932
"340","AK",2016,26,17.7838709677419,7.7758064516129,55.1693548387097
"341","AK",2016,27,17.2584,8.45934959349593,60.2690476190476
"342","AK",2016,28,20.1803278688525,9.39016393442623,53.7016393442623
"343","AK",2016,29,15.6808,8.7264,65.3176
"344","AK",2016,30,16.2650793650794,8.49444444444444,61.6619047619048
"345","AK",2016,31,16.3592,8.0256,60.9071428571429
"346","AK",2016,32,16.2214876033058,8.88512396694215,66.1349206349206
"347","AK",2016,33,16,7.80909090909091,62.8204918032787
"348","AK",2016,34,15.9091666666667,7.81833333333333,64.302380952381
"349","AK",2016,35,16.7809917355372,4.92727272727273,51.0223140495868
"350","AK",2016,36,12.1859504132231,3.7297520661157,62.1909090909091
"351","AK",2016,37,10.3172413793103,2.82068965517241,62.8939655172414
"352","AK",2016,38,9.8672268907563,2.38220338983051,61.6285714285714
"353","AK",2016,39,8.74793388429752,-0.173553719008264,57.5157024793388
"354","AK",2016,40,8.29206349206349,-1.07222222222222,55.9730158730159
"355","AK",2016,41,7.78449612403101,-1.92248062015504,48.431007751938
"356","AK",2016,42,1.28045112781955,-5.94285714285714,61.8375939849624
"357","AK",2016,43,3.23308270676692,-6.67067669172932,58.412030075188
"358","AK",2016,44,2.08692307692308,-5.02,69.0192307692308
"359","AK",2016,45,0.3888,-6.44920634920635,69.784126984127
"360","AK",2016,46,-2.96666666666667,-10.7968,71.1746031746032
"361","AK",2016,47,-6.71190476190476,-14.1277777777778,71.0872
"362","AK",2016,48,-9.27589285714286,-16.2705357142857,69.1923728813559
"363","AK",2016,49,-9.54766355140187,-17.3205607476636,62.9607476635514
"364","AK",2016,50,-3.77333333333333,-11.7238095238095,68.5133333333333
"365","AK",2016,51,-3.70714285714286,-10.465306122449,73.5654205607477
"366","AK",2016,52,-1.7765625,-8.70625,68.2370629370629
"367","AL",2010,1,0.949285714285714,-8.35428571428571,38.3428571428571
"368","AL",2010,2,9.18623188405797,-5.61666666666667,39.6947368421053
"369","AL",2010,3,16.0906474820144,5.33021582733813,63.175
"370","AL",2010,4,12.1102941176471,1.13970588235294,51.7095238095238
"371","AL",2010,5,9.925,1.55857142857143,60.7190476190476
"372","AL",2010,6,5.7037037037037,-2.58962962962963,56.0904761904762
"373","AL",2010,7,10.0421428571429,-3.76571428571429,38.7619047619048
"374","AL",2010,8,11.7214285714286,-0.495,41.7666666666667
"375","AL",2010,9,11.3028776978417,-1.91438848920863,41.1190476190476
"376","AL",2010,10,18.2314285714286,6.13642857142857,45.6047619047619
"377","AL",2010,11,15.5814285714286,5.38428571428571,47.0052631578947
"378","AL",2010,12,16.9385714285714,4.27285714285714,54.6526315789474
"379","AL",2010,13,22.8466666666667,6.99333333333333,35.6904761904762
"380","AL",2010,14,25.1768656716418,9.67910447761194,38.1904761904762
"381","AL",2010,15,26.7542857142857,9.08571428571429,35.3619047619048
"382","AL",2010,16,24.0164285714286,9.93785714285714,45.3238095238095
"383","AL",2010,17,23.645,11.3842857142857,48.6761904761905
"384","AL",2010,18,28.0814285714286,15.3678571428571,51.1
"385","AL",2010,19,26.7014285714286,15.2057142857143,52.7714285714286
"386","AL",2010,20,27.445,16.0492857142857,60.4238095238095
"387","AL",2010,21,30.185,17.65,52.052380952381
"388","AL",2010,22,29.6427536231884,19.5311594202899,64.7
"389","AL",2010,23,31.4642857142857,19.995,55.9
"390","AL",2010,24,33.535,21.4385714285714,53.6619047619048
"391","AL",2010,25,33.5585714285714,21.16,50.5904761904762
"392","AL",2010,26,31.5528571428571,21.0942857142857,56.7380952380952
"393","AL",2010,27,33.045,20.8078571428571,50.8809523809524
"394","AL",2010,28,33.3135714285714,22.5464285714286,54.0619047619048
"395","AL",2010,29,34.1292857142857,22.4471428571429,51.2571428571429
"396","AL",2010,30,34.1864285714286,22.6942857142857,50.4095238095238
"397","AL",2010,31,35.3942857142857,23.3514285714286,49.5428571428571
"398","AL",2010,32,34.7607142857143,23.2028571428571,49.4857142857143
"399","AL",2010,33,33.2564285714286,23.5478571428571,58.1095238095238
"400","AL",2010,34,32.7107142857143,20.2907142857143,49.1190476190476
"401","AL",2010,35,30.5309352517986,18.5597122302158,49.4714285714286
"402","AL",2010,36,33.075,17.5942857142857,41.0809523809524
"403","AL",2010,37,33.3835714285714,16.9464285714286,35.4714285714286
"404","AL",2010,38,34.1657142857143,18.5857142857143,37.5333333333333
"405","AL",2010,39,25.7892857142857,11.7485714285714,41.6619047619048
"406","AL",2010,40,25.1171428571429,6.57285714285714,26.7571428571429
